text,label,type,topic
"Subject: Urgent Payment Approval - CEO
Body: Hello, I need your immediat assistance with a critical vendor payment of $18,500 that must be processed today. Please click this secured link [https://company-secureportal.com/transfer_auth] to review the recepit and approve the wire. This is very important. Thanks, [CEO Name]",1,email,CEO urgent wire transfer
"Subject: Notification: Completed Wire Transfer #WTX-1029
Body: Dear [Recipient Name], This is an automated notification confirming that wire transfer #WTX-1029, initiated on November 1st, has been successfully completed. Funds are expected to clear within 24 hours. For verification, please check your finance portal dashboard. Thank you, Automated System.",0,email,CEO urgent wire transfer
[CEO Name] here. Need wire transfer for tax issue. Critical. Go to [http://tinyurl.com/ceo-tax] and authorize immediatelly. Do not reply to this message.,1,sms,CEO urgent wire transfer
HR Reminder: Submit your updated direct deposit details via the HR portal by Friday. This ensures timely salary wire transfers.,0,sms,CEO urgent wire transfer
"Subject: Fwd: Confidential Wire Transfer Request - CEO Office
Body: [Recipient Name], Kindly process the attached wire transfer as per the CEO's urgent instruction. The details are on this secure page [https://company-webportal.net/login]. This is a high-priority, time-sensetive matter. Regards, CEO Office.",1,email,CEO urgent wire transfer
"Subject: Upcoming Wire Transfer Training Session
Body: Good morning, A mandatory training session on best practices for processing international wire transfers securely is scheduled for next Tuesday at 10 AM in Conference Room B. Please RSVP here: [https://company.com/training/wiretransfer]. Your attendance is appreciated. Thank you, Learning & Development.",0,email,CEO urgent wire transfer
Urgent!! CEO needs you to approve a wire transfer NOW. Click here: [http://bit.ly/CEO-funds] and confirm it's done. High priority!,1,sms,CEO urgent wire transfer
Finance Dept: Please be aware of an increase in phishing attempts regarding wire transfers. Always verify requests through established protocols.,0,sms,CEO urgent wire transfer
"Subject: Immediate Fund Release - CEO Private Matter
Body: Dear [Recipient Name], I am writing to you from a personal device regarding an urgent and private financial matter. I need you to initiate a wire transfer of $72,000 for a critical investment. Details here: [Access Details](http://secure-ceofunds.co/auth). Do not forward or discuss. Your promptness is appreciated. Thanks, [CEO Name]",1,email,CEO urgent wire transfer
"Subject: Request for Wire Transfer Supporting Documents
Body: Dear [Recipient Name], We have received your request for wire transfer #FTS-555. To proceed, please upload the necessary supporting documentation (invoice, approval form) to the finance portal by EOD tomorrow. This is standard procedure. [https://company.com/finance/upload]. Thank you, Treasury Operations.",0,email,CEO urgent wire transfer
"This is the CEO. Wire transfer needed by 4PM. Confidentiel. Use [http://company-portal.net/verify] to approve. Reply ""OK"" when done.",1,sms,CEO urgent wire transfer
"Subject: Internal Memo: Strengthening Wire Transfer Security
Body: Team, Please find attached an internal memo outlining enhanced security measures for all outbound wire transfers, including multi-factor authentication for high-value transactions. This is effective immediately. Review the full memo on the intranet. Regards, IT Security & Finance.",0,email,CEO urgent wire transfer
Action Required: Please verify your bank details on the employee portal by December 20th to ensure uninterrupted payroll wire transfers. [https://hr.company.com/payroll].,0,sms,CEO urgent wire transfer
"Subiect: URGENT: Your invoice is past due!
Dear Client, Your payment for invoice #INV2023-9876 is critically overdue. Failure to remit payment immediately will result in service interruption. Act now to avoid penalties. Update your billing details at: bit.ly/paynow-secure",1,email,unpaid invoice
[ALERT] Your bill for {Service Provider} is PAST DUE. Pay TODAY to prevent disconnection. Click: tinyurl.com/invoice-fix,1,sms,unpaid invoice
"Subiect: Action Required: Unpaid Bill
We've notice you're bill for INV-2023-555 is pass due. If payment not received within 24 hours, late fees will apply and your account may be frozen. Click hear to resolve: secure-billing-portal.co/login",1,email,unpaid invoice
FINAL WARNING: Your recent invoice is unpaid. Service will be TERMINATED within hours. Call +1-800-XXX-XXXX immediately to avoid!,1,sms,unpaid invoice
"Subiect: Important: Invoice Payment Reminder
Greetings, Your account shows an outstanding balance for invoice #INV-7890. To prevent further charges and ensure uninterrupted service, please settle this immediately. You can review and pay your bill via our *secure portal* here: customer-service-billing.org/payment",1,email,unpaid invoice
Your invoice #A1B2C3 is unpaid. Immediate action needed to avoid account suspension. Click update-billing.xyz to pay now.,1,sms,unpaid invoice
"Subiect: Payment Issue Detected on Your Account
Dear Valued Customer, We have detected an irregularity with your recent payment attempt for invoice #INV-2023-PAY. To verify your information and avoid service interruption, please click the link below within 12 hours: verify-my-account.info/fix",1,email,unpaid invoice
Notice: Your invoice #456789 for [Company] is severely overdue. We will forward this to collections if not settled within 24h. Pay here: payments-portal.online,1,sms,unpaid invoice
"Subiect: ACCOUNT NOTICE: OVERDUE
Your bill is very late. If payment not get by today, service will stop. Click this link for instant pay: invoice-processing.net/login Do it now!",1,email,unpaid invoice
Outstanding invoice detected. Avoid late fees. Pay now at secure-portal.biz/bill,1,sms,unpaid invoice
"Subiect: CRITICAL ALERT: Your Service Suspension Is Imminent!
Dear Customer, This is your final notification regarding unpaid invoice INV-2023-FINAL. Your service will be suspended if payment is not received in the next few hours. Visit bit.ly/quickpay-alert to resolve this immediately.",1,email,unpaid invoice
Last chance to pay your invoice INV-007. Account termination if not paid in 1 hour. Settle now: reurl.cc/paydebt,1,sms,unpaid invoice
"Subiect: IMMEDIATE ACTION REQUIRED: Outstanding Balance
We've tried contacting you multiple times. Your unpaid invoice is now critically overdue. To prevent further escalated actions, please click here to resolve your outstanding balance: billing-resolution.xyz/fixit",1,email,unpaid invoice
"Subiect: Reminder: Invoice #INV-2023-1234 Due Soon
Dear John Doe, This is a friendly reminder that invoice #INV-2023-1234 for $150.00, for your monthly subscription, is due on October 30, 2023. You can view your invoice and make a payment securely through our customer portal: https://www.yourcompany.com/portal/invoices",0,email,unpaid invoice
"Hi Jane, Your invoice #ABC-456 for $75.00 from [Company Name] is due on 25/10/2023. View details at https://www.company.com/bill",0,sms,unpaid invoice
"Subiect: Follow-up: Invoice #INV-2023-5678 is Overdue
Dear Mr. Smith, Our records indicate that invoice #INV-2023-5678 for $300.00 was due on October 15, 2023, and remains unpaid. Please let us know if you require a copy of the invoice or have any questions. You can reply to this email or call us at +1-800-555-1234. Payments can be made via your client dashboard: https://dashboard.ourcompany.com",0,email,unpaid invoice
Reminder: Your invoice for $20.00 from [Service] is due shortly. Please check your email for details.,0,sms,unpaid invoice
"Subiect: Your Monthly Account Statement - October 2023
Dear Valued Customer, Please find attached your account statement for October 2023, which includes invoice #INV-2023-9999 for $250.00, due on November 5, 2023. For any queries, please contact our support team. View your statement here: https://www.mycompany.com/statements/oct2023",0,email,unpaid invoice
Gentle reminder: Invoice #78910 is now due. Please log in to your portal to review and pay: https://www.provider.com/login,0,sms,unpaid invoice
"Subiect: Payment Reminder: Invoice #INV-2023-001 for $50.00
Dear Customer, This is a reminder that payment for invoice #INV-2023-001, amounting to $50.00, is due on November 10, 2023. If you've already made your payment, please disregard this email. Otherwise, you can pay via https://secure.company.com/paybill or contact us at billing@company.com.",0,email,unpaid invoice
Your invoice #INV-B02 for $120.00 is overdue. Please call us at 888-555-6789 or visit our site to arrange payment. https://www.support.com/billing,0,sms,unpaid invoice
"Subiect: Upcoming Invoice Reminder from [Your Company]
Hello Alex, We wanted to remind you about invoice #INV-2023-FUTURE for $99.99, which is scheduled to be charged on November 15, 2023. Please ensure your payment method is up to date. You can manage your billing preferences here: https://billing.mycompany.com/settings",0,email,unpaid invoice
"[Company Name]: Your account has an outstanding balance for invoice #101112. For details, please check your registered email or log into your account portal.",0,sms,unpaid invoice
"Subiect: Your Service Invoice INV-2023-SUB from [Provider]
Dear Customer, Your invoice #INV-2023-SUB for your [Service Type] subscription, totaling $49.99, is due on November 1, 2023. A detailed breakdown is attached (PDF). For assistance, please reply to this email or visit https://support.provider.com.",0,email,unpaid invoice
"This is a reminder about invoice #INV-LAST from [Company X]. If you have any questions, please contact our billing department at 1-800-XXX-YYYY.",0,sms,unpaid invoice
"Hey, it's Alex. I'm stuck in Italy and lost my wallet & phone. This is a temporary number. Need you to wire $800 to this account IMMEDIATELY for my flight. Click here to process: bit.ly/emergencyfund. Pls respond fast. I'm in a rly bad situashun.",1,sms,friend stranded abroad
"Subject: URGENT HELP NEEDED - I AM STRANDED!
Hi, I am so sorry to bother you with this, but I'm in a serious situation in Rome, Italy. My bag was stolen with my passport, credit cards, and all my money. I have no way to pay for my hotel or flight home. I need $1,200 as soon as possible. Can you please send it via this secure payment portal: hxxps://secure-travel-aid.com/yourfriend/ref123? It's an emergency, they won't let me leave the hotel! Reply ASAP so I know you got this.",1,email,friend stranded abroad
"Hey, just landed in Thailand! Flight was long but good. Will try to call later when I get to the hotel and find some Wi-Fi. All good here!",0,sms,friend stranded abroad
"Subject: Update from Bangkok, Thailand
Hi, just wanted to check in and let you know I'm having a great time here in Bangkok! The weather is fantastic, and I've seen some amazing sights already. My phone signal is a bit weak sometimes, so apologies if I don't reply instantly. How are things back home? Let's catch up properly next week.",0,email,friend stranded abroad
"Hey, I'm stuck in Mexico at the airport. My cards are all blocked. Need $500 for a new ticket. Can you help fast? Use this link: bit.ly/fundfriend",1,sms,friend stranded abroad
"Subject: EMERGENCY! My phone died & I'm in trouble!
Hi, this is Alex. My phone got wet and died, I'm using an internet cafe computer. I'm in Cancun, Mexico and I had an accident, I need money for medical bills IMMEDIATELY. My insurance is giving me problems. Please send $2,000 using this direct transfer link: payfast.biz/medicalaid/med456. I'm in pain, please act now!",1,email,friend stranded abroad
"My phone battery died, using Sarah's phone for a quick text. Everything's fine, just letting you know I'm safe. Will charge mine tonight and be back online tomorrow.",0,sms,friend stranded abroad
"Subject: Questions about my trip insurance policy
Hey, I'm wondering if you remember which travel insurance company I used? I need to look up something about medical coverage, but I can't seem to find the policy details easily. No emergency, just want to be prepared. Hope you're doing well!",0,email,friend stranded abroad
"It's me, Alex. I'm detained at the border in Canada. They need a 'processing fee' of $750 for me to leave. Can you send it quickly through this link: tinyurl.com/borderhelp? This is super urgent!",1,sms,friend stranded abroad
"Subject: Re: My flight was canceled - NEED HELP!
Hey, my flight back home was just cancelled, and I can't reach my bank. I need to book a new one right away before prices go up. I'm stuck in Heathrow Airport, UK. Can you please help me out with $600 for a new ticket? You can send it directly here: scam-site-link.net/ticketfund. This is my only way home, please don't delay!",1,email,friend stranded abroad
Having a blast in Japan! Just finished exploring Shibuya Crossing. Food here is incredible. Wish you were here! Pics to follow later.,0,sms,friend stranded abroad
"Subject: Travel plans + Catch-up
Hi, I've finalized my itinerary for the next two weeks. I'll be in Tokyo until Sunday, then heading to Kyoto. I'm really looking forward to seeing Mount Fuji. I'll be back on the 15th, let's grab coffee that week! Let me know if you're free.",0,email,friend stranded abroad
"Hey, I'm stranded without cash in Brazil. Need $300 urgently for a bus ticket to the embassy. Can you use PayPal Friends&Family to urgent.aid@mail.com fast? My regular phone's lost.",1,sms,friend stranded abroad
"Subject: Very Urgent - Alex Needs Assistance Abroad!
Hello, I am writing to you from a cyber cafe. My wallet and all my identification was stolen here in Rio, Brazil. I need to replace my passport and buy a flight home. It will cost about $1500. Can you please send the funds to this emergency account immediately: fakebankdetails.com/accountID. I am desperate, please help before it's too late.",1,email,friend stranded abroad
"Just calling to let you know I'm fine. Had a slight delay at security, but I'm through now and waiting for my gate. About to board. See you soon!",0,sms,friend stranded abroad
"Subject: Photo Album from my trip to Canada!
Hey! Hope you're doing great. I finally got around to uploading some photos from my trip to Canada. You can view them all here: https://photos.google.com/share/ajdsh123j. Let me know what you think of them! Missing home a bit now, haha.",0,email,friend stranded abroad
It's Alex. I'm stuck and my phone is dying. I need you to buy 2 x $200 Amazon gift cards and send me the codes for an urgent hotel bill. Respond YES if you can help right away.,1,sms,friend stranded abroad
"Subject: HELP! I'm in big trouble in France - Police Involved!
This is Alex. I'm in a very bad situation. I was involved in an incident and the local police are holding my passport until I pay a 'fine' of $1000. I don't have access to my funds. Please send the money using this secure portal to my lawyer: fake-law-firm-portal.org/payment/lawyer_case789. Do this immediately, before my visa expires!",1,email,friend stranded abroad
Got to my hostel in Paris safe and sound. It's pretty basic but clean! Just dropped my bags. Going out to find some dinner now. Talk later!,0,sms,friend stranded abroad
"Subject: Regarding a potential flight rebooking for my return
Hi, I'm thinking about rebooking my return flight from France a day earlier, if it's not too expensive. I just checked the airline's website. If I do, I'll let you know. Just wanted to keep you in the loop. How's work going?",0,email,friend stranded abroad
"Hey, my wallet was stolen in Berlin, I literally have nothing. Can you pls transfer $450 to my PayPal urgent.aid@mail.com right now? My travel card is blocked. Pls dont tell anyone, I'm so embarrassed.",1,sms,friend stranded abroad
"Subject: Important: Alex Account Compromised - Stranded!
Hello, my email account was hacked, and I'm currently stranded in Germany with no access to funds. I urgently need $950 to cover my accommodation and flight until I can sort this out. Please use this temporary bank account for transfer: fakebankdetails.com/accountID_germany. Your swift action is critical. Please confirm once sent.",1,email,friend stranded abroad
Weather here in Germany is beautiful! Spent the day exploring the local market. Managed to haggle for a good price on a souvenir. Feeling good!,0,sms,friend stranded abroad
"Subject: My visa application for Australia was approved!
Great news! My visa for Australia just got approved, so everything's on track for my trip next month. I'm so excited! Just wanted to share the update. We should definitely meet up before I leave, probably the week before. Let me know what works for you!",0,email,friend stranded abroad
"Its Alex. I'm in a tight spot. Need help with $700 for an unforeseen issue in Australia. Can you use this specific link to send money right away? bit.ly/fastmoney I can't explain now, just do it!",1,sms,friend stranded abroad
URGENT! Factura dvs. #12345 e neplătită. Contul va fi suspendat în 24h. Rezolvați ACUM: hxxps://bit.ly/platesteAcum,1,sms,unpaid invoice
Atentie! Aveti o factura expirata cu penalitati. Actionati imediat! Verifica aici: hxxps://platiforma-securizata.com/facturi,1,sms,unpaid invoice
Ultima notificare: Factura nr. INV987 scadenta. Nu am putut procesa plata. Detalii aici: hxxps://portalclienti-ro.xyz/plata-rapida,1,sms,unpaid invoice
Plata dvs. a esuat. Neexecutarea imediata duce la taierea serviciilor. Click aici pt. reactivare: hxxps://securizat-cont.cc/plata,1,sms,unpaid invoice
"Am încercat să procesăm factura dvs. neplătită, dar a eșuat. Evitați penalitățile, actualizați datele de plată: hxxps://client-portal.net/update",1,sms,unpaid invoice
Factura dvs. (ID: FCT765) e NEPLĂTITĂ. Plata trebuie efectuată azi. Accesati: hxxps://platim-urgent.com/invoice-pay,1,sms,unpaid invoice
Acest mesaj este o notificare finala. Datoria dvs. de 250RON este restanta. Achitati aici: hxxps://link.plata-expirata.biz/final,1,sms,unpaid invoice
"Subject: Actiune URGENTA Necesară: Factura Dumneavoastră 87654 Este Scadenta! 
Stimate client, Observam ca factura dvs. cu numarul 87654, in valoare de 350.00 RON, a ramas neplatita. Neplata imediată va duce la suspendarea serviciilor și acumularea de penalități. Pentru a evita aceste neplăceri și pentru a vă menține serviciile active, vă rugăm să efectuați plata IMEDIAT. Puteți achita factura și vizualiza detaliile complete accesând portalul nostru securizat: hxxps://portal-clienti-urgent.info/plata-rapida. Ignore (ignorați) acest mesaj pe riscul dumneavoastră. Cu stimă, Departamentul de Facturare.",1,email,unpaid invoice
"Subject: Atentie: Contul Dvs. Va Fi Blocat Din Cauza unei Facturi Neplătite 
Stimați Client, Vă informăm că factura dvs. cu ID #INV-2023-9987 pentru servicii recente este încă neplătită. Neplata acestei sume va duce la blocarea contului dumneavoastră și la întreruperea tuturor serviciilor asociate. Pentru a evita orice neplăcere, vă rugăm să efectuați plata cât mai curând posibil. Accesați linkul de mai jos pentru a efectua plata în siguranță: hxxps://secure.update-billing.org/pay. Orice întârziere suplimentară va duce la acțiuni legale. Cu respect, Echipa de Suport.",1,email,unpaid invoice
"Subject: Notificare Finala: Factura Numarul #00123 Necesita Actiune ACUM 
Salutare, Observam ca factura dumneavoastră pentru luna curentă a rămas neplătită. Suma datorată este de 125.00 RON. Sistemul nostru automat va iniția procedura de recuperare a datoriilor dacă plata nu este primită în următoarele ore. Evitați costurile suplimentare și neplăcerile. Accesați pagina noastră de plată sigură pentru a finaliza tranzacția: hxxps://plata-facturi-online.xyz/urgent. Vă mulțumim pentru promptitudine. Cu stimă, Serviciul Clienți.",1,email,unpaid invoice
"Subject: AVERTISMENT DE PLATA: Factura Dumneavoastra Expira! 
Stimată(e) Abonat(ă), Plata pentru factura cu numărul FCT-2023-5544 nu a fost încă înregistrată. Valoarea acesteia este de 45.00 RON. Vă rugăm să verificați și să efectuați plata imediat pentru a evita suspendarea serviciilor. Puteți face acest lucru accesând următorul link: hxxps://verify-my-account.co/invoice. Ne rezervam dreptul de a aplica penalități conform termenilor si conditiilor. Cu respect, Departamentul Financiar.",1,email,unpaid invoice
"Subject: Problema cu Plata Facturii Dvs. - Actionati Urgent 
Bună ziua, Dorim să vă informăm că am întâmpinat o problemă la procesarea plății pentru factura dvs. #INV6789. Se pare că plata nu a trecut. Acest lucru poate duce la intreruperea serviciilor. Vă rugăm să vă actualizați detaliile de plată prin intermediul portalului nostru securizat: hxxps://client-data-update.net/billing. Nu ezitați să ne contactați dacă aveți întrebări, dar acționați rapid. Mulțumim, Servicii Clienți.",1,email,unpaid invoice
"Subject: Ultima SAnsă: Factura #2023-FCT-101 Neplătită - Acționați Acum! 
Stimate utilizator, Vă scriem pentru a vă notifica că factura dumneavoastră cu referința #2023-FCT-101 este încă neplătită. Suma totală de 89.99 RON este scadentă. Întârzierile pot duce la penalități semnificative și chiar la închiderea contului. Evitați aceste consecințe neplăcute. Vă rugăm să accesați linkul de mai jos pentru a finaliza plata: hxxps://plateste-imediat.info/contul-meu. Vă mulțumim pentru înțelegere și acțiune rapidă. Cu respect, Echipa de Facturare.",1,email,unpaid invoice
Buna ziua! Va reamintim ca aveti o factura scadenta la data de 15.03.2024. O puteti vizualiza in contul dvs. de client pe site-ul nostru oficial.,0,sms,unpaid invoice
"Stimate client, factura #FCT1234 este neplătită. Verificați detaliile în aplicația mobilă sau pe portalul nostru web. Vă mulțumim!",0,sms,unpaid invoice
"Salut! Am observat că factura dvs. nr. INV5678, scadentă pe 20.03, nu a fost încă achitată. Va rugam sa verificati. O zi buna!",0,sms,unpaid invoice
O notificare prietenoasă: Factura dvs. pentru luna martie este încă deschisă. Accesati [compania_mea.ro/login] pentru a o vizualiza și achita.,0,sms,unpaid invoice
"Vă informăm că factura dvs. cu ID-ul INV9987 are statusul neplătit. Pentru detalii și metode de plată, vizitați sectiunea 'Facturi' din contul dumneavoastră.",0,sms,unpaid invoice
Reamintire: Factura dvs. nr. 101122 din data de 01.03.2024 nu a fost procesată. Va rugam sa verificati situatia. Multumim!,0,sms,unpaid invoice
"Subject: Reamintire - Factura Neplătită #2024-03-001 
Stimate Client, Vă scriem pentru a vă reaminti că factura dumneavoastră cu numărul de referință #2024-03-001, în valoare de 85.00 RON, scadentă la data de 10 martie 2024, nu a fost încă înregistrată ca plătită. Vă invităm să accesați contul dumneavoastră de client de pe site-ul nostru oficial [https://www.compania-legitima.ro/contul-meu] pentru a vizualiza factura în detaliu și a efectua plata. Alternativ, puteți contacta departamentul nostru de suport la 021-xxxxxxx. Vă mulțumim pentru promptitudine. Cu stimă, Departamentul de Facturare [Nume Companie].",0,email,unpaid invoice
"Subject: Notificare: Situația Facturii Dvs. INV-MAR-005 
Bună ziua [Nume Client], Prin prezenta, vă aducem la cunoștință că factura dumneavoastră cu numărul INV-MAR-005, emisă pe data de 05.03.2024, în valoare de 120.00 RON, nu a fost încă achitată. Perioada de scadență a fost 15.03.2024. Vă rugăm să verificați situația și să efectuați plata. Puteți găsi toate informațiile necesare, inclusiv linkuri către metode de plată sigure, în contul dumneavoastră de client: [https://www.portalclienti.ro/facturi]. Dacă ați efectuat deja plata, vă rugăm să ignorați acest mesaj. Vă mulțumim. Cu respect, Echipa Contabilitate [Nume Companie].",0,email,unpaid invoice
"Subject: Informare Factură Scadentă #45678 
Stimate client, Vă informăm că factura dumneavoastră cu numărul #45678, emisă pe 01.03.2024 și scadentă pe 11.03.2024, este încă neplătită. Valoarea totală este de 60.00 RON. Vă încurajăm să verificați contul dumneavoastră pentru a confirma detaliile și a efectua plata. Accesati [https://www.servicli.ro/login] pentru a vă conecta. Pentru asistență, vă rugăm să răspundeți la acest email. Vă mulțumim pentru înțelegere. Cu stimă, [Nume Companie].",0,email,unpaid invoice
"Subject: Verificare Stare Factură - Ref. #ABC987 
Bună ziua, Dorim să vă aducem la cunoștință că, conform înregistrărilor noastre, factura cu referința #ABC987, emisă pe 08.03.2024, este încă deschisă. Suma de 200.00 RON este așteptată. Vă rugăm să accesați portalul nostru de clienți la [https://my.serviciultau.ro] pentru a vizualiza factura și a verifica metodele de plată disponibile. Ne puteți contacta telefonic la 031-xxxxxxx pentru orice clarificare. Mulțumim, Echipa Suport Clienți.",0,email,unpaid invoice
"Subject: Memento - Factura Neachitată (Martie 2024) 
Stimate domn/doamnă, Vă scriem pentru a vă reaminti că factura dumneavoastră pentru serviciile din luna martie 2024, cu numărul de înregistrare M2024-3322, este neachitată. Valoarea este de 95.00 RON. Pentru a evita eventuale întreruperi, vă rugăm să efectuați plata în termen util. Puteți gestiona toate facturile în contul dumneavoastră online: [https://www.contulmeu.ro]. Echipa noastră vă stă la dispoziție pentru orice întrebări. Cu respect, Departamentul de Administrare.",0,email,unpaid invoice
"Subject: Informații Despre Factura Dvs. Neplătită - ID #FCT2024-006 
Stimată(e) client(ă), Am vrut să vă atragem atenția asupra facturii dvs. cu ID-ul #FCT2024-006, emisă pe 10.03.2024, care figurează ca neplătită în sistemul nostru. Suma de 75.00 RON este scadentă. Puteți verifica starea și detaliile facturii accesând platforma noastră securizată [https://www.compania_x.ro/facturi]. Dacă aveți nevoie de ajutor, nu ezitați să ne contactați. Vă mulțumim! Cu stimă, [Nume Companie].",0,email,unpaid invoice
"Subject: Urgent: You've Got a New Match! Dear user, You have recived an exclusiv match on our platform! Alex is waiting for your reply, but your account verification is out of date. To see Alex's full profile and chat, click here imadiatly: verify-dating-now[.]com/match-id-123. This offer is only valid for 24 hours. Don't miss this one in a lifetime opertunity!",1,email,dating app match
Hey! You've got a new match on DatingApp! Sarah has liked your profile. Open the app to check them out!,0,sms,dating app match
ALERT! Your match is about to expire! Chris liked your profile & sent a message. View it now before it's gone: upd8profile.co/match?id=456,1,sms,dating app match
"Subject: Good news! You have a new match! Hi John Doe, Great news! You've matched with Alex on DatingApp. They seem like a great fit for you. Tap here to view Alex's profile and start a conversation: https://app.datingapp.com Wishing you the best of luck!",0,email,dating app match
"Subject: Action Required: Your Profile is Incomplete! Hello valued member, We've noticed your recent match with a very intresting person, but your profile needs urgent attention. To ensure you can continue to conect with matches, you must complete your profile details and verify your identity within 6 hours. Go to: secure-dating-login[.]net/profile-update. Failure to do so will result in temporary suspension of your acount.",1,email,dating app match
It's a match! You and Sarah both swiped right. Your next conversation could be just a tap away in the DatingApp app.,0,sms,dating app match
OMG! Emma just sent a SUPER LIKE! You only have a few minutes to respond. Click here to see who it is! -> dating-exclusive[.]xyz/superlike,1,sms,dating app match
"Subject: New message from Chris! Hello John Doe, Chris has sent you a message! They said: 'Hey, I really liked your profile, especially the part about hiking.' Don't keep them waiting! Log in to DatingApp to reply: https://app.datingapp.com",0,email,dating app match
"Subject: Your Exclusive Match with a Celeb is Waiting! Congrats! You've been selected for an exclusiv match with a verified celebrity! Celebrity X is interested in you. This offer is limitted and expires soon. To begin chatting and recieve special perks, click this link to upgrade your membership now: premium-date-now[.]com/upgrade-vip. Don't miss this chance!",1,email,dating app match
You've got a new connection on DatingApp! Alex is interested. Check them out.,0,sms,dating app match
We found you an amazing match! They're active RIGHT NOW. Log in to chat instantly: getyourmatch[.]info/chatnow,1,sms,dating app match
"Subject: Your daily matches are ready! Hi John Doe, Your new batch of potential matches for today is here! We think you'll really like Sarah, who shares your interest in reading. Head over to DatingApp to see all your new recommendations: https://app.datingapp.com",0,email,dating app match
"Subject: Final Warning: Pending Match Action Required Your match with Emma is pending, but your security settings are not up to date. To prevent loss of this valuable match, please update your account and verify your identity within 30 minutes. Use this link: security-dating-app[.]biz/verify. If you fail to comply, your match will be irreversibly lost.",1,email,dating app match
Someone just sent you a Super Like! Could it be your next match? Find out on DatingApp!,0,sms,dating app match
Your profile has been selected for a 'Boost'! See who viewed it & matched: boost-your-profile[.]cc/view?user=XYZ,1,sms,dating app match
"Subject: DatingApp weekly update: You're popular! Hello John Doe, This week, your profile was liked by 5 new users! Plus, you've matched with Alex and Chris. Keep up the great profile work! View your activity and new matches here: https://app.datingapp.com",0,email,dating app match
"Subject: CONGRATULATIONS! You Won a Premium Subscription! Dear lucky user, You have won a 1-month premium subscripsion to our dating app! To activate your free membership and unlock all features, including instant messaging with new matches, click this link: dating-giveaway[.]org/claim-prize. Hurry, offer valid for 12 hours only!",1,email,dating app match
You've earned a free 'Boost' on DatingApp! Use it to get more visibility and matches. Activate it in the app settings.,0,sms,dating app match
Someone is trying to access your dating app account! Confirm your identity IMMEDIATELY here: dating-security-alert[.]ru/confirm,1,sms,dating app match
"Subject: Your profile caught someone's eye! Hi John Doe, Good news! Sarah saw your profile on DatingApp and sent you a thoughtful message. They mentioned they loved your love for dogs. Check your inbox in the app to respond: https://app.datingapp.com",0,email,dating app match
"Subject: Important! Your Match with Chris is Being Held Hello there, Your recent match with Chris is currently on hold due to a mismatch in profile information. To release this match and start chatting, please correct your profile data by clicking here: profile-fix[.]co/update. You have 2 hours to fix this or the match will be lost.",1,email,dating app match
New message from Emma! 'Are you free for a video chat this week?' Reply now on DatingApp.,0,sms,dating app match
"BIG NEWS! Alex from your matches wants to meet! Reply now, they're only available for a short time: get-date-today[.]top/meet",1,sms,dating app match
"Subject: It's a mutual match! Start chatting with Chris! Congratulations, John Doe! You and Chris have mutually liked each other's profiles on DatingApp. Now's your chance to start a conversation and see where it goes. Find Chris in your matches tab: https://app.datingapp.com. Happy connecting!",0,email,dating app match
Update from DatingApp: Sarah commented on your photo! See their comment in the app.,0,sms,dating app match
"Subject: URGENT: Salary Review Verification Required!
Dear Employee, Your annual salary review information requires immediate verification to process your pay raise. Failure to confirm within 24 hours will result in a delay. Click here to update your details now: hxxps://secure-hr-update.co/login. Thank you, HR Department.",1,email,HR salary update
Your salary update is PENDING. Verify your details NOW to avoid payment disruption. Click: hxxps://pay-verify.org/id,1,sms,HR salary update
"Subject: Important: Action Needed for Your Payroll Account
We noticed an unsuaul login attempt on your payroll accounnt. For your security, please verify your identity immediately or your salary payment may be suspended. Verify here: hxxps://official-hr-portal.net/verify. This is manditory.",1,email,HR salary update
ALERT! Your HR profile has expired. Update your salary info at hxxps://my.hr-secure.co before 5PM today or your next payment will be afftected.,1,sms,HR salary update
"Subject: Final Reminder: Salary Data Update Deadline!
This is the final reminder to update your personal and salary details in our new system. Your account will be locked and salary processing halted if not completed within 12 hours. Login now: hxxps://update-payroll.info/secure. HR Payroll Team.",1,email,HR salary update
New HR system requires RE-LOGIN for salary processing. Do it now: hxxps://login.hr-portal.info/secure. Don't wait.,1,sms,HR salary update
"Subject: Security Alert: Your Sallary Accounnt Is Compromised!
Dear User, We've detected suspicious activity on your salary account. Please click the link bellow to re-secure your details and prevent unauthorized access to your pay. Act fast! hxxps://salary-review-confirm.com. Human Resourses.",1,email,HR salary update
Your salary bonus is ready for claim! Confirm your details instantly at hxxps://hr-bonus-claim.biz. Limited time offer!,1,sms,HR salary update
"Subject: Manditory HR Policy Update - Salary Information
Attention Employee, Our HR policies regarding salary payments have been updated. To ensure compliance and uninterrupted payments, you MUST review and accept the new terms here: hxxps://policy-accept.link/hr. This is urgent.",1,email,HR salary update
Urgent payroll correction! An error was detected in your last salary. Correct it immediatly via hxxps://fix-my-paycheck.xyz. Failure to do so may impact future payments.,1,sms,HR salary update
"Subject: Immediate Action: Pending Salary Adjustment
Dear Team Member, A recent audit has identified a pending salary adjustment for your profile. To confirm and receive this adjustment, please click here: hxxps://hr-adjustment-portal.com. Do not delay, funds will be disbursed shortly after verification. Best, The Payroll Dept.",1,email,HR salary update
Your 2024 salary review is due. Pls confirm details here: hxxps://review.hr-portal.online. Don't miss out on your raise!,1,sms,HR salary update
